Id,Name,English_Name,Type,Source,Episodes,Airing,Aired_From,Aired_To,Duration,Rating,Score,Scored_By,Rank,Popularity,Members,Favorites,Season,Year,Broadcast_Day,Broadcast_Time,Producers,Licensors,Studios,Genres,Themes
29795,Onigakure Yama no Soba no Hana,The Soba Flower of Mt. Oni,Movie,Original,1,False,1979-01-01 00:00:00+00:00,,23,G - All Ages,5.75,123,10993.0,18389,354,0,winter,1979,,,,,,,"Historical, Mythology"
36228,Anisama,Anisama,ONA,Other,1,False,2017-08-30 00:00:00+00:00,,4,PG - Children,5.75,868,10968.0,11127,2362,0,summer,2017,,,,,,"Adventure, Comedy, Fantasy",
38803,Anima Yell! Ouen Douga,Anima Yell! Ouen Douga,ONA,4-koma manga,12,False,2018-10-07 00:00:00+00:00,2018-12-23 00:00:00+00:00,2,PG-13 - Teens 13 or older,5.75,648,10965.0,11085,2391,0,fall,2018,,,,,Doga Kobo,Comedy,"CGDCT, School"
39519,Dragon's Dogma,Dragon's Dogma,ONA,Game,7,False,2020-09-17 00:00:00+00:00,,26,R+ - Mild Nudity,5.75,13935,10976.0,4511,25875,28,fall,2020,,,,,Sublimation,"Action, Adventure, Fantasy",
33761,Qui Shui Yi Yun,Qui Shui Yi Yun,ONA,Web manga,12,False,2015-07-16 00:00:00+00:00,2016-04-07 00:00:00+00:00,11,PG-13 - Teens 13 or older,5.75,275,10994.0,12842,1367,0,summer,2015,,,,,,"Horror, Mystery, Supernatural",
8130,Mighty Orbots,Mighty Orbots,TV,Original,13,False,1984-09-08 00:00:00+00:00,1984-12-15 00:00:00+00:00,23,G - All Ages,5.75,287,10988.0,13968,995,2,fall,1984,,,,,Tokyo Movie Shinsha,"Adventure, Comedy, Sci-Fi",Mecha
6800,Transformers: Scramble City,Transformers: Scramble City,OVA,Original,1,False,1986-04-01 00:00:00+00:00,,23,PG-13 - Teens 13 or older,5.75,1067,10961.0,11066,2407,3,spring,1986,,,Takara,,Toei Animation,"Action, Sci-Fi",Mecha
6630,Asari-chan: Ai no Marchen Shoujo,Super Gal Asari: The Dreaming Girl in Fairy World,Movie,Manga,1,False,1982-03-13 00:00:00+00:00,,24,,5.75,141,10969.0,15753,601,1,spring,1982,,,,,Toei Animation,"Adventure, Slice of Life",
6268,Sekishoku Elegy,Sekishoku Elegy,OVA,Unknown,1,False,2007-06-29 00:00:00+00:00,,26,PG-13 - Teens 13 or older,5.75,316,10999.0,12540,1501,3,summer,2007,,,,,Toei Animation,Romance,
5987,Marin to Yamato: Fushigi na Nichiyoubi,Marin to Yamato: Fushigi na Nichiyoubi,OVA,Original,1,False,2000-12-02 00:00:00+00:00,,17,G - All Ages,5.75,137,10987.0,17020,457,1,winter,2000,,,,,,,Educational
22563,Hangyodon no Hadaka no Ousama,Hangyodon in the Emperor's New Clothes,OVA,Other,1,False,2001-08-24 00:00:00+00:00,,10,G - All Ages,5.75,164,10978.0,16123,555,0,summer,2001,,,Sanrio,,,Fantasy,
22483,Hello Kitty no Sanbiki no Kobuta,"Hello Kitty, Mimmy and Dear Daniel in the Three Little Pigs",OVA,Unknown,1,False,2001-12-21 00:00:00+00:00,,7,G - All Ages,5.75,170,10982.0,15792,597,0,winter,2001,,,Sanrio,,,Fantasy,
4908,Bihada Ichizoku,Bihada Ichizoku,TV,Original,12,False,2008-10-07 00:00:00+00:00,2008-12-23 00:00:00+00:00,8,PG-13 - Teens 13 or older,5.75,1560,10972.0,8699,5106,4,fall,2008,,,"Omnibus Japan, Sony Music Entertainment",,,Drama,Parody
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Movie,Original,1,False,2005-03-12 00:00:00+00:00,,45,PG - Children,5.75,547,10977.0,12466,1544,1,spring,2005,,,Shogakukan-Shueisha Productions,,Studio Hibari,"Adventure, Fantasy",Strategy Game
18039,Rescue Me!,Rescue Me!,OVA,Manga,1,False,2013-06-20 00:00:00+00:00,,27,R+ - Mild Nudity,5.75,16034,,3951,34224,44,summer,2013,,,,,Hoods Entertainment,"Comedy, Erotica","Harem, School"
18033,Hello Kitty no Yuubinya-san Arigatou,Hello Kitty no Yuubinya-san Arigatou,OVA,Unknown,1,False,1993-02-21 00:00:00+00:00,,20,G - All Ages,5.75,152,10983.0,16160,551,0,winter,1993,,,Sanrio,,,Fantasy,
17957,Hello Kitty no Papa Nante Daikirai,Hello Kitty no Papa Nante Daikirai,OVA,Unknown,1,False,1994-03-21 00:00:00+00:00,,20,G - All Ages,5.75,142,10982.0,16169,550,1,spring,1994,,,Sanrio,,,Slice of Life,
40623,Dokyuu Hentai HxEros,SUPER HXEROS,TV,Manga,12,False,2020-07-04 00:00:00+00:00,2020-09-26 00:00:00+00:00,23,R+ - Mild Nudity,5.75,57042,10973.0,1605,149460,265,summer,2020,Saturdays,00:00,"Aniplex, AT-X, Studio Mausu, Toranoana, Tokyo MX, Q-Tec, Shueisha, BS11, Contents Seed, Global Solutions",Aniplex of America,Project No.9,"Action, Comedy, Romance, Sci-Fi, Ecchi","Harem, School"
23881,Momon's Sand Witch,Momon's Sand Witch,ONA,Original,8,False,2014-04-01 00:00:00+00:00,2014-09-02 00:00:00+00:00,2,G - All Ages,5.75,131,10989.0,16804,480,0,spring,2014,,,,,,Comedy,
17131,Dennou Sentai Voogie's★Angel: Forever and Ever,Dennou Sentai Voogie's★Angel: Forever and Ever,OVA,Unknown,1,False,1999-01-25 00:00:00+00:00,,75,PG-13 - Teens 13 or older,5.75,153,10971.0,14861,768,2,winter,1999,,,BEAM Entertainment,,J.C.Staff,"Action, Comedy, Drama, Sci-Fi",Mecha
3192,Tobira wo Akete,Tobira wo Akete,Movie,Novel,1,False,1986-11-01 00:00:00+00:00,,81,R+ - Mild Nudity,5.75,1161,10960.0,9999,3335,0,fall,1986,,,Kitty Films,,Magic Bus,"Action, Adventure, Fantasy, Sci-Fi",
49501,Katarina Nounai Kaigi X,Katarina Nounai Kaigi X,ONA,Light novel,23,False,2021-06-21 00:00:00+00:00,2021-09-18 00:00:00+00:00,0,PG-13 - Teens 13 or older,5.75,978,10985.0,8692,5112,15,summer,2021,,,Grooove,,AQUA ARIS,Comedy,"Isekai, Villainess"
49510,"Tantei wa Mou, Shindeiru. Mini Anime",The Detective Is Already Dead Mini Anime,ONA,Light novel,5,False,2021-05-21 00:00:00+00:00,2021-05-25 00:00:00+00:00,2,PG-13 - Teens 13 or older,5.75,424,10958.0,12390,1577,3,spring,2021,,,Kadokawa,,ENGI,Comedy,
40196,Kandagawa Jet Girls,Kandagawa Jet Girls,TV,Mixed media,12,False,2019-10-08 00:00:00+00:00,2020-01-07 00:00:00+00:00,23,R+ - Mild Nudity,5.75,14065,10984.0,3434,45071,57,fall,2019,Tuesdays,23:30,"Marvelous Entertainment, AT-X, Egg Firm, Kadokawa, Bandai Namco Arts, Legs",Sentai Filmworks,TNK,"Sci-Fi, Ecchi",Racing
12135,Ra/Radio Noise*Planet,Ra/Radio Noise*Planet,OVA,Original,1,False,2010-01-01 00:00:00+00:00,,2,PG-13 - Teens 13 or older,5.75,484,10974.0,13595,1103,1,winter,2010,,,,Sentai Filmworks,,"Adventure, Sci-Fi",Psychological
10964,Heavy,Heavy,Movie,Manga,1,False,1990-04-14 00:00:00+00:00,,52,R - 17+ (violence & profanity),5.75,459,10980.0,12780,1395,0,spring,1990,,,Creative Bridge,,Artland,"Drama, Sports",Combat Sports
10375,Denshinbashira no Okaasan,Denshinbashira no Okaasan,Movie,Original,1,False,2005-01-01 00:00:00+00:00,,10,G - All Ages,5.75,262,10970.0,16054,565,0,winter,2005,,,,,,Drama,
1440,Ninja Mono,Ninja Cadets,OVA,Original,2,False,1996-03-27 00:00:00+00:00,1996-06-12 00:00:00+00:00,30,PG-13 - Teens 13 or older,5.75,1800,10990.0,9555,3863,7,spring,1996,,,Youmex,Media Blasters,AIC,"Adventure, Comedy, Supernatural",
9794,Tono to Issho 1.5,Tono to Issho 1.5,OVA,4-koma manga,1,False,2010-08-23 00:00:00+00:00,,4,PG-13 - Teens 13 or older,5.75,254,10960.0,14599,833,0,summer,2010,,,,,Gathering,Comedy,"Historical, Parody, Samurai"
1268,Aquarian Age: Saga II - Don't Forget Me...,Aquarian Age: The Movie,OVA,Card game,1,False,2003-11-21 00:00:00+00:00,,60,PG-13 - Teens 13 or older,5.75,1361,10967.0,9463,3974,1,fall,2003,,,Broccoli,Synch-Point,Madhouse,"Action, Fantasy",Super Power
1223,Ame to Shoujo to Watashi no Tegami,Ame to Shoujo to Watashi no Tegami,ONA,Original,1,False,2005-02-14 00:00:00+00:00,,6,G - All Ages,5.75,5288,10965.0,6845,9229,4,winter,2005,,,,,,Romance,
58935,Nyaaaanvy,Nyaaaanvy,TV,Game,6,False,2024-05-25 00:00:00+00:00,2024-06-29 00:00:00+00:00,3,G - All Ages,5.74,139,11002.0,17385,428,0,spring,2024,Saturdays,07:00,,,"Shin-Ei Animation, Lesprit",Comedy,
52486,"HoneyWorks 10th Anniversary ""LIP×LIP FILM×LIVE"" Mini Anime",How to Enjoy this World Mini Anime,ONA,Music,3,False,2020-08-28 00:00:00+00:00,2020-11-26 00:00:00+00:00,2,PG-13 - Teens 13 or older,5.74,191,11032.0,15653,622,2,summer,2020,,,,,,,"Idols (Male), Music"
52355,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 3rd Season,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 3rd Season,ONA,Web manga,3,False,2022-07-08 00:00:00+00:00,2022-07-22 00:00:00+00:00,2,PG-13 - Teens 13 or older,5.74,255,11025.0,14492,861,1,summer,2022,,,,,AQUA ARIS,"Boys Love, Fantasy",Isekai
51594,Otome wa Boku ni Koishiteru: Trinkle Stars The Animation (2022),Otome wa Boku ni Koishiteru: Trinkle Stars The Animation (2022),OVA,Visual novel,2,False,2022-06-24 00:00:00+00:00,2022-08-26 00:00:00+00:00,17,Rx - Hentai,5.74,1086,,10048,3290,7,summer,2022,,,Showten,,Blue bread,Hentai,"Crossdressing, School"
51554,Kidou Senshi Gundam 00: Revealed Chronicle,Mobile Suit Gundam 00 Revealed Chronicle,ONA,Original,3,False,2022-04-04 00:00:00+00:00,2023-05-28 00:00:00+00:00,6,PG-13 - Teens 13 or older,5.74,120,11000.0,13075,1275,3,spring,2022,,,"Sunrise, Sotsu",,,"Action, Sci-Fi","Mecha, Military"
51415,Opus.COLORs,Opus.COLORs,TV,Original,12,False,2023-04-07 00:00:00+00:00,2023-06-23 00:00:00+00:00,24,PG-13 - Teens 13 or older,5.74,1993,11003.0,6719,9703,43,spring,2023,Fridays,00:00,"Magic Capsule, NBCUniversal Entertainment Japan",,C-Station,Sci-Fi,"School, Visual Arts"
10101,Shoujo Senki Brain Jacker,Shoujo Senki Brain Jacker,OVA,Visual novel,2,False,2011-03-18 00:00:00+00:00,2012-09-21 00:00:00+00:00,26,Rx - Hentai,5.74,1740,,8877,4846,11,spring,2011,,,Lune-Pictures,,Schoolzone,"Supernatural, Hentai",
5439,Ooedo Forty Eight,Ooedo Forty Eight,OVA,Original,3,False,2007-09-29 00:00:00+00:00,2008-02-22 00:00:00+00:00,27,Rx - Hentai,5.74,542,,12144,1705,1,fall,2007,,,"White Bear, Mediabank",,Studio 9 Maiami,Hentai,Historical
37736,Rang Wo Men Shao Ba,Fire X Fire,ONA,Original,2,False,2018-02-13 00:00:00+00:00,2018-03-22 00:00:00+00:00,6,PG-13 - Teens 13 or older,5.74,1451,11009.0,8617,5237,6,winter,2018,,,,,,Comedy,"Parody, School"
33775,Soul Buster,Soul Buster,TV,Web manga,12,False,2016-10-04 00:00:00+00:00,2016-12-11 00:00:00+00:00,13,PG-13 - Teens 13 or older,5.74,7322,11011.0,4854,21818,14,fall,2016,Tuesdays,18:30,MAGES.,,Pierrot,Action,Samurai
27783,Sword Gai The Animation,Sword Gai The Animation,ONA,Manga,12,False,2018-03-23 00:00:00+00:00,,22,R - 17+ (violence & profanity),5.74,33456,11019.0,2625,73101,44,spring,2018,,,Production I.G,,"DLE, LandQ studios","Action, Supernatural",
37037,"Animegataris: Yuku Toshi, Kuru Toshi","Animegataris: Yuku Toshi, Kuru Toshi",ONA,Original,1,False,2017-12-31 00:00:00+00:00,,3,PG-13 - Teens 13 or older,5.74,461,11020.0,12371,1589,1,winter,2017,,,,,WAO World,Comedy,
35408,Futatsu no Sekai,Two Worlds,Movie,Book,1,False,1929-01-01 00:00:00+00:00,,16,G - All Ages,5.74,380,11027.0,15021,728,1,winter,1929,,,,,,,
39401,Super Mario no Koutsuu Anzen,Super Mario Traffic Safety,OVA,Original,1,False,1989-01-01 00:00:00+00:00,,10,PG - Children,5.74,110,11013.0,16501,513,3,winter,1989,,,,,Toei Animation,,Educational
39448,Hisone to Maso-tan Digest Douga,Hisone to Maso-tan Digest Douga,ONA,Original,4,False,2018-05-22 00:00:00+00:00,2018-07-09 00:00:00+00:00,6,PG-13 - Teens 13 or older,5.74,199,11029.0,15030,726,1,spring,2018,,,,,Bones,Comedy,
34037,Kitakaze no Kureta Table-kake,Kitakaze no Kureta Table-kake,Movie,Other,1,False,1967-01-01 00:00:00+00:00,,13,G - All Ages,5.74,104,11000.0,19575,278,0,winter,1967,,,Gakken,,Gakken Eigakyoku,Fantasy,Historical
29535,Hello Kitty no Hajimete no Christmas Cake,Hello Kitty no Hajimete no Christmas Cake,OVA,Unknown,1,False,1998-10-21 00:00:00+00:00,,17,G - All Ages,5.74,130,11027.0,16626,495,0,fall,1998,,,Sanrio,,,,
28247,Pankis! 2-jigen,Pankis! 2-jigen,TV,Original,24,False,2015-01-08 00:00:00+00:00,2015-06-18 00:00:00+00:00,4,G - All Ages,5.74,163,11007.0,14856,771,1,winter,2015,Thursdays,23:54,,,DLE,Comedy,Music
7876,Oz no Mahoutsukai,The Wizard of Oz,Movie,Book,1,False,1982-10-06 00:00:00+00:00,,72,G - All Ages,5.74,419,11006.0,13268,1208,2,fall,1982,,,TOHO,,Topcraft,"Adventure, Fantasy",Isekai
7354,Chikara to Onna no Yo no Naka,Chikara to Onna no Yo no Naka,Movie,Original,1,False,1933-04-13 00:00:00+00:00,,2,G - All Ages,5.74,133,11021.0,15007,729,0,spring,1933,,,,,,,Historical
7175,Himitsukessha Taka no Tsume Countdown,Himitsukessha Taka no Tsume Countdown,TV,Unknown,11,False,2009-10-07 00:00:00+00:00,2009-12-23 00:00:00+00:00,11,PG-13 - Teens 13 or older,5.74,181,11030.0,14907,757,0,fall,2009,,,"Kaeruotoko Shokai, TV Asahi Music",,DLE,Comedy,"Parody, Super Power"
6762,Cynical Hysterie Hour: Utakata no Uta,Cynical Hysterie Hour: Utakata no Uta,Movie,Unknown,1,False,1989-06-24 00:00:00+00:00,,8,G - All Ages,5.74,127,11024.0,17549,416,0,summer,1989,,,,,,Comedy,
23885,Momon's Sand Witch Episode 0,Momon's Sand Witch Episode 0,ONA,Original,1,False,2014-03-02 00:00:00+00:00,,5,G - All Ages,5.74,107,11001.0,18057,380,1,spring,2014,,,,,,Comedy,
44041,SD Gundam World Heroes,SD GUNDAM WORLD HEROES,ONA,Original,24,False,2021-04-08 00:00:00+00:00,2021-09-16 00:00:00+00:00,24,PG - Children,5.74,509,11010.0,11835,1903,3,spring,2021,,,,,Sunrise,"Action, Sci-Fi",Mecha
6075,Ai no Wakakusa Yama Monogatari,Ai no Wakakusa Yama Monogatari,TV,Manga,12,False,1999-08-01 00:00:00+00:00,1999-10-01 00:00:00+00:00,4,PG-13 - Teens 13 or older,5.74,436,11017.0,12527,1508,0,summer,1999,,,,,"Gainax, Group TAC",Comedy,
6038,Transformers Zone,Transformers: Zone,OVA,Other,1,False,1990-07-21 00:00:00+00:00,,23,PG-13 - Teens 13 or older,5.74,929,11014.0,11197,2309,2,summer,1990,,,,,Toei Animation,Sci-Fi,Mecha
5474,Yobarete Tobidete Akubi-chan,Yobarete Tobidete Akubi-chan,TV,Original,26,False,2001-12-11 00:00:00+00:00,2002-03-26 00:00:00+00:00,20,G - All Ages,5.74,346,11016.0,13490,1135,1,winter,2002,,,,,Tatsunoko Production,"Comedy, Fantasy",
37655,Sword Gai The Animation Part II,Sword Gai The Animation Part II,ONA,Manga,12,False,2018-07-30 00:00:00+00:00,,22,R - 17+ (violence & profanity),5.74,16586,11014.0,4096,31965,28,summer,2018,,,Production I.G,,"DLE, LandQ studios","Action, Supernatural",
17733,Dibetagurashi: Ahiru no Seikatsu,Dibetagurashi: Ahiru no Seikatsu,TV,Web manga,39,False,2013-04-07 00:00:00+00:00,2014-03-30 00:00:00+00:00,3,G - All Ages,5.74,255,11025.0,13791,1045,1,spring,2013,,,,,,"Comedy, Slice of Life",
16405,"Boku no Imouto wa ""Osaka Okan""","Boku no Imouto wa ""Osaka Okan""",TV,Original,12,False,2012-12-22 00:00:00+00:00,2013-03-16 00:00:00+00:00,3,PG-13 - Teens 13 or older,5.74,9137,11021.0,5065,19761,7,winter,2013,,,"TOHO, Bouncy",,Charaction,"Comedy, Gourmet",
15663,Kerokero Keroppi no Gulliver no Bouken,Keroppi in The Adventures of Gulliver,OVA,Book,1,False,1993-08-21 00:00:00+00:00,,26,G - All Ages,5.74,196,10998.0,15607,626,0,summer,1993,,,Sanrio,,,"Adventure, Fantasy",
49214,Peach Boy Riverside Mini Anime,Peach Boy Riverside Mini Anime,ONA,Manga,12,False,2021-05-25 00:00:00+00:00,2021-06-29 00:00:00+00:00,1,PG-13 - Teens 13 or older,5.74,601,11006.0,10327,3011,3,spring,2021,,,,,AQUA ARIS,Fantasy,
2689,Akai Koudan Zillion: Utahime Yakyoku,Zillion: Burning Night,OVA,Mixed media,1,False,1988-06-21 00:00:00+00:00,,47,PG-13 - Teens 13 or older,5.74,829,11019.0,11747,1954,1,summer,1988,,,"Tatsunoko Production, King Records","Funimation, Streamline Pictures",Production I.G,"Action, Adventure, Sci-Fi",
2536,Angelique: Shiroi Tsubasa no Memoire,Angelique: Shiroi Tsubasa no Memoire,OVA,Visual novel,2,False,2000-03-25 00:00:00+00:00,2000-06-27 00:00:00+00:00,30,PG-13 - Teens 13 or older,5.74,1322,11020.0,9666,3730,4,spring,2000,,,,,Yumeta Company,"Drama, Fantasy, Romance, Sci-Fi",
49806,Inzai Aru Aru Monogatari,Inzai Aru Aru Monogatari,ONA,4-koma manga,1,False,2022-01-14 00:00:00+00:00,,18,G - All Ages,5.74,124,11032.0,15771,603,0,winter,2022,,,Pony Canyon,,Asura Film,Slice of Life,
1411,VS Knight Lamune & 40 Fresh,VS Knight Lamune & 40 Fresh,OVA,Original,6,False,1997-05-21 00:00:00+00:00,1997-11-21 00:00:00+00:00,28,R+ - Mild Nudity,5.74,1457,11015.0,9929,3412,6,spring,1997,,,,Discotek Media,Ashi Productions,"Adventure, Comedy, Sci-Fi, Ecchi","Mecha, Space"
50267,Irodorimidori,Irodorimidori,TV,Game,8,False,2022-01-05 00:00:00+00:00,2022-02-23 00:00:00+00:00,3,PG-13 - Teens 13 or older,5.74,3196,11032.0,6393,10860,46,winter,2022,Wednesdays,01:00,"Sega, Front Wing",,Akatsuki,Slice of Life,"CGDCT, Music"
56059,Penetrate Blue,Penetrate Blue: Vapor Trail Another Age 2824,ONA,Original,1,False,2022-02-13 00:00:00+00:00,,24,PG-13 - Teens 13 or older,5.73,136,11058.0,15119,708,1,winter,2022,,,,,,"Action, Girls Love, Sci-Fi",Mecha
55362,Guiying Yu Li Shi Zhentan Shiwusuo,Guiying Yu Li Shi Zhentan Shiwusuo,ONA,Game,1,False,2022-01-23 00:00:00+00:00,,4,PG-13 - Teens 13 or older,5.73,203,11043.0,15364,666,0,winter,2022,,,,,Gravity Well,"Comedy, Mystery","Anthropomorphic, Detective"
54741,Isekai System,Isekai System,ONA,Original,1,False,2020-05-09 00:00:00+00:00,,2,PG-13 - Teens 13 or older,5.73,174,11045.0,17882,393,1,spring,2020,,,,,,Fantasy,Isekai
38260,Kunoichi Botan,Kunoichi Botan,ONA,Game,2,False,2018-08-27 00:00:00+00:00,2018-08-31 00:00:00+00:00,14,Rx - Hentai,5.73,971,,10633,2745,1,summer,2018,,,SELFISH,,Office No. 8,Hentai,
4608,Yuuwaku Countdown: Akira,Countdown: Akira Complex,OVA,Manga,3,False,1997-03-28 00:00:00+00:00,1997-08-29 00:00:00+00:00,28,Rx - Hentai,5.73,825,,10831,2590,7,spring,1997,,,Pink Pineapple,"Critical Mass Video, SoftCel Pictures",OLM,Hentai,
3034,Kurai Mirai,Dark Future,OVA,Visual novel,2,False,2006-01-25 00:00:00+00:00,2006-09-25 00:00:00+00:00,28,Rx - Hentai,5.73,1266,,9646,3753,8,winter,2006,,,"Milky Animation Label, MS Pictures",JapanAnime,Studio Jam,Hentai,
2185,Words Worth Gaiden,Words Worth Gaiden,OVA,Visual novel,2,False,2002-07-25 00:00:00+00:00,2002-09-25 00:00:00+00:00,27,Rx - Hentai,5.73,1796,,9024,4605,6,summer,2002,,,Green Bunny,NuTech Digital,Arms,"Action, Adventure, Fantasy, Hentai",
37151,Marvel Future Avengers 2nd Season,Marvel Future Avengers 2nd Season,TV,Other,13,False,2018-07-30 00:00:00+00:00,2018-10-22 00:00:00+00:00,22,PG - Children,5.73,577,11055.0,11370,2190,4,summer,2018,Mondays,18:00,,,Madhouse,Action,Super Power
37584,Bakumatsu,Bakumatsu,TV,Game,12,False,2018-10-05 00:00:00+00:00,2018-12-21 00:00:00+00:00,24,PG-13 - Teens 13 or older,5.73,5404,11036.0,4594,24886,34,fall,2018,Fridays,01:58,"TBS, MAGES., FuRyu",,Studio Deen,Action,"Historical, Samurai, Time Travel"
38393,Senjuushi: Kijuushi-tachi no Happy Birthday!,Senjuushi: Kijuushi-tachi no Happy Birthday!,OVA,Game,1,False,2019-03-06 00:00:00+00:00,,24,PG-13 - Teens 13 or older,5.73,163,11062.0,13013,1296,2,spring,2019,,,,,TMS Entertainment,Action,"Anthropomorphic, Military"
39872,Chiruri,Chiruri,ONA,Original,1,False,2011-09-29 00:00:00+00:00,,8,PG-13 - Teens 13 or older,5.73,562,11041.0,13837,1034,0,fall,2011,,,,,,Drama,
32820,Xiong Chumo: Chunri Dui Dui Peng,Boonie Bears: Spring into Action,TV,Original,52,False,2014-11-27 00:00:00+00:00,2015-01-15 00:00:00+00:00,13,PG - Children,5.73,153,11075.0,17248,439,0,fall,2014,,,Fantawild Animation,,,"Adventure, Comedy",
32670,Battle Spirits: Double Drive,Battle Spirits: Double Drive,TV,Card game,51,False,2016-04-06 00:00:00+00:00,2017-03-29 00:00:00+00:00,24,PG - Children,5.73,387,11036.0,12043,1764,2,spring,2016,Wednesdays,17:55,,,Bandai Namco Pictures,Fantasy,Strategy Game
41383,Obake Zukan,Obake Zukan,TV,Picture book,39,False,2020-07-01 00:00:00+00:00,2021-03-31 00:00:00+00:00,2,PG - Children,5.73,185,11055.0,14664,813,1,summer,2020,Wednesdays,07:20,,,Fanworks,"Comedy, Fantasy, Supernatural",Mythology
41399,Katarina Nounai Kaigi,Katarina Nounai Kaigi,ONA,Light novel,26,False,2020-02-29 00:00:00+00:00,2020-05-08 00:00:00+00:00,0,PG-13 - Teens 13 or older,5.73,1581,11046.0,9019,4608,2,winter,2020,,,Grooove,,AQUA ARIS,Comedy,"Isekai, Villainess"
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,Sisters of Wellber - Elegy for a Sad Warrior,OVA,Original,1,False,2007-11-11 00:00:00+00:00,,82,R - 17+ (violence & profanity),5.73,308,11073.0,13346,1185,1,fall,2007,,,Production I.G,,Trans Arts,"Action, Adventure, Comedy, Fantasy",
29772,Calm,Calm,Movie,Unknown,1,False,2007-01-01 00:00:00+00:00,,7,G - All Ages,5.73,1000,11039.0,11889,1870,6,winter,2007,,,,,,Avant Garde,Music
42855,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,ONA,Web manga,4,False,2020-09-10 00:00:00+00:00,2020-10-01 00:00:00+00:00,2,PG-13 - Teens 13 or older,5.73,1180,11041.0,9518,3902,7,fall,2020,,,Bit grooove promotion,,AQUA ARIS,"Boys Love, Fantasy",Isekai
26013,Backkom Mission Impossible,Backkom Mission Impossible,ONA,Original,2,False,2008-01-01 00:00:00+00:00,,0,G - All Ages,5.73,218,11034.0,16369,527,0,winter,2008,,,,,RG Animation Studios,Comedy,Parody
6571,Koume-chan ga Iku!,Here Comes Koume!,TV,Manga,12,False,1999-08-01 00:00:00+00:00,1999-10-01 00:00:00+00:00,5,PG-13 - Teens 13 or older,5.73,425,11051.0,12099,1732,2,summer,1999,,,Pioneer LDC,,"Gainax, Group TAC","Comedy, Romance, Slice of Life",
6412,Yuki Terai,Yuki Terai,OVA,Original,6,False,2000-08-19 00:00:00+00:00,,6,PG-13 - Teens 13 or older,5.73,221,11075.0,14286,908,2,summer,2000,,,Fuji TV,,,,Music
22511,Kobutori,Kobutori,Movie,Other,1,False,1918-03-19 00:00:00+00:00,,0,G - All Ages,5.73,153,11048.0,15294,680,0,spring,1918,,,,,,Comedy,Mythology
22503,Washimo,Washimo,TV,Picture book,10,False,2014-03-10 00:00:00+00:00,2014-03-21 00:00:00+00:00,10,G - All Ages,5.73,136,11072.0,15652,622,1,winter,2014,,,"NHK, NHK Enterprises",,Studio Deen,"Comedy, Sci-Fi, Slice of Life",School
37186,Mang Huang Ji,The Legend of Jade Sword,ONA,Novel,19,False,2015-04-04 00:00:00+00:00,2015-08-08 00:00:00+00:00,12,PG-13 - Teens 13 or older,5.73,506,11054.0,11448,2142,4,spring,2015,,,,,,"Action, Adventure, Fantasy","Historical, Martial Arts"
21421,Mahou Shoujo Taisen,Magica Wars,TV,Other,26,False,2014-04-08 00:00:00+00:00,2014-09-30 00:00:00+00:00,4,PG-13 - Teens 13 or older,5.73,5895,11053.0,5368,16912,5,spring,2014,Tuesdays,21:55,,,Gainax,,
20703,Goannai Shimasu Another World e,Goannai Shimasu Another World e,OVA,Original,1,False,2004-01-01 00:00:00+00:00,,16,PG-13 - Teens 13 or older,5.73,108,11042.0,18543,341,0,winter,2004,,,Dentsu,,,Slice of Life,Educational
48512,Shichigahama de Mitsuketa,I Found it in Shichigahama,ONA,Original,1,False,2021-03-10 00:00:00+00:00,,20,G - All Ages,5.73,197,11063.0,15155,701,2,spring,2021,,,,,Jichitai Anime,"Drama, Slice of Life",
48610,Blue Reflection Ray!,Blue Reflection Ray!,ONA,Game,24,False,2021-04-14 00:00:00+00:00,2021-09-29 00:00:00+00:00,0,PG-13 - Teens 13 or older,5.73,281,11036.0,12759,1404,1,spring,2021,,,Magic Capsule,,AQUA ARIS,Comedy,
3362,Oshare Majo Love and Berry: Shiawase no Mahou,Fashionable Witches Love and Berry: Magic of Happiness,Movie,Game,1,False,2007-03-21 00:00:00+00:00,,51,PG - Children,5.73,170,11057.0,13707,1068,2,spring,2007,,,Sega,,TMS Entertainment,,"Idols (Female), Music"
3259,Lemon Angel (1988),Lemon Angel (1988),TV,Manga,9,False,1988-02-03 00:00:00+00:00,1988-03-30 00:00:00+00:00,3,R+ - Mild Nudity,5.73,752,11052.0,10950,2494,1,winter,1988,,,Pony Canyon,,AIC,Ecchi,
3095,Sono Kinisasete yo: My My Mai,My My Mai,OVA,Manga,2,False,1993-12-16 00:00:00+00:00,1994-01-21 00:00:00+00:00,39,R+ - Mild Nudity,5.73,1043,11065.0,9717,3666,4,winter,1993,,,AC Create,Central Park Media,J.C.Staff,"Comedy, Supernatural, Ecchi",
16381,Santa Company,Santa Company,Movie,Original,1,False,2014-10-25 00:00:00+00:00,,28,PG - Children,5.73,2292,11061.0,8599,5265,3,fall,2014,,,"Rakuonsha, Kenji Studio",,Nexus,Fantasy,
